idx,attr_a,attr_b,attr_c
134077,1,c,no
134078,1,c,no
134079,4,b,yes
134080,1,a,yes
134081,3,c,no
134082,1,b,no
134083,2,a,no
134084,1,d,yes
134085,4,d,no
134086,5,b,yes
134087,1,c,yes
134088,1,a,yes
134089,1,d,yes
134090,1,b,yes
134091,1,d,yes
134092,5,c,yes
134093,2,d,no
134094,1,d,yes
134095,1,a,yes
134096,5,b,no
134097,4,d,no
134098,1,a,no
134099,1,c,yes
134100,1,b,no
134101,1,d,yes
134102,5,b,no
134103,4,d,no
134104,1,d,yes
134105,2,c,yes
134106,1,c,yes
134107,1,c,yes
134108,5,c,no
134109,2,a,yes
134110,3,d,yes
134111,1,d,yes
134112,3,d,no
134113,1,b,yes
134114,1,d,yes
134115,1,c,yes
134116,1,d,yes
134117,3,d,yes
134118,1,c,yes
134119,1,d,no
134120,4,c,yes
134121,1,d,no
134122,1,b,yes
134123,1,d,yes
134124,1,b,yes
134125,1,a,yes
134126,1,a,yes
134127,2,b,yes
134128,1,a,no
134129,4,c,no
134130,1,b,yes
134131,5,a,no
134132,4,b,no
134133,5,c,no
134134,1,b,yes
134135,3,b,no
134136,1,d,no
134137,4,d,no
134138,3,c,no
134139,2,d,yes
134140,1,d,yes
134141,1,d,no
134142,1,c,no
134143,1,a,yes
134144,5,d,yes
134145,4,c,yes
134146,4,b,yes
134147,1,d,no
134148,3,c,yes
134149,1,d,no
134150,1,d,yes
134151,4,d,yes
134152,1,c,no
134153,1,d,no
134154,4,a,yes
134155,1,d,yes
134156,1,a,yes
134157,1,c,no
134158,1,b,yes
134159,5,d,yes
134160,5,b,yes
134161,4,d,yes
134162,1,b,yes
134163,1,d,no
134164,1,a,yes
134165,1,d,yes
134166,1,b,yes
134167,5,d,yes
134168,1,b,yes
134169,3,a,yes
134170,3,d,no
134171,5,d,yes
134172,1,c,no
134173,3,b,no
134174,4,b,yes
134175,1,a,no
134176,5,d,yes
134177,1,b,no
134178,4,c,yes
134179,2,a,no
134180,1,d,yes
134181,2,c,no
134182,4,c,yes
134183,1,b,no
134184,1,d,yes
134185,1,d,yes
134186,1,d,no
134187,1,b,no
134188,1,d,yes
134189,1,d,no
134190,3,d,no
134191,1,d,no
134192,1,b,yes
134193,5,d,no
134194,1,c,yes
134195,5,a,yes
134196,2,d,yes
134197,4,d,yes
134198,5,b,yes
134199,1,a,yes
134200,5,c,yes
134201,1,c,yes
134202,1,d,yes
134203,5,d,yes
134204,1,d,yes
134205,5,a,yes
134206,3,d,yes
134207,1,d,no
134208,5,c,no
134209,1,b,yes
134210,2,d,yes
134211,1,c,yes
134212,1,c,no
134213,1,d,yes
134214,4,b,yes
134215,1,b,yes
134216,1,a,no
134217,4,b,yes
134218,1,c,yes
134219,5,c,no
134220,1,c,yes
134221,4,d,yes
134222,1,b,no
134223,4,a,yes
134224,1,c,yes
134225,1,a,yes
134226,1,d,yes
134227,1,b,no
134228,1,b,yes
134229,1,c,yes
134230,5,c,yes
134231,5,c,yes
134232,1,b,yes
134233,1,d,no
134234,1,d,no
134235,4,d,yes
134236,1,c,yes
134237,2,b,no
134238,1,c,no
134239,5,c,no
134240,2,b,yes
134241,1,b,no
134242,5,c,no
134243,5,d,no
134244,3,d,no
134245,5,b,yes
134246,1,d,yes
134247,1,d,yes
134248,1,c,yes
134249,1,d,no
134250,1,c,no
134251,1,d,yes
134252,4,a,yes
134253,1,c,no
134254,1,c,yes
134255,1,b,yes
134256,3,c,yes
134257,1,d,no
134258,5,d,yes
134259,3,d,no
134260,1,a,yes
134261,3,b,yes
134262,1,c,no
134263,1,d,yes
134264,1,c,yes
134265,1,a,no
134266,1,c,yes
134267,2,c,yes
134268,1,b,yes
134269,1,d,no
134270,5,a,no
134271,1,b,yes
134272,5,b,no
134273,1,b,yes
134274,3,b,yes
134275,1,d,yes
134276,1,d,yes
134277,4,d,yes
134278,1,b,no
134279,1,c,yes
134280,1,d,no
134281,1,a,yes
134282,1,b,yes
134283,2,d,yes
134284,4,c,yes
134285,5,a,yes
134286,1,c,yes
134287,1,c,yes
134288,3,c,no
134289,3,a,yes
134290,3,c,yes
134291,5,a,no
134292,1,a,yes
134293,1,a,yes
134294,5,d,yes
134295,1,c,no
134296,1,c,yes
134297,1,b,yes
134298,1,c,yes
134299,1,b,no
134300,4,d,yes
134301,1,b,yes
134302,2,d,no
134303,5,d,yes
134304,5,d,no
134305,1,c,no
134306,3,d,yes
134307,1,b,yes
134308,1,c,no
134309,1,a,yes
134310,3,c,yes
134311,1,d,no
134312,4,d,yes
134313,4,a,yes
134314,5,d,yes
134315,3,c,yes
134316,5,c,yes
134317,1,d,no
134318,4,d,yes
134319,1,d,no
134320,1,d,yes
134321,3,a,no
134322,5,d,no
134323,1,b,yes
134324,3,c,yes
134325,2,c,no
134326,1,c,yes
134327,4,c,no
134328,1,c,yes
134329,2,c,no
134330,1,b,no
134331,1,c,no
134332,1,d,yes
134333,1,d,yes
134334,4,d,yes
134335,1,c,no
134336,3,d,yes
134337,1,c,no
134338,1,b,yes
134339,1,b,yes
134340,1,a,yes
134341,5,b,yes
134342,5,b,no
134343,5,c,no
134344,1,c,yes
134345,1,c,yes
134346,4,b,yes
134347,5,d,yes
134348,1,d,yes
134349,4,c,yes
134350,1,b,no
134351,1,d,yes
134352,3,d,yes
134353,5,b,yes
134354,1,b,no
134355,1,c,yes
134356,1,d,yes
134357,4,d,yes
134358,5,d,yes
134359,1,d,yes
134360,1,d,no
134361,1,b,no
134362,1,d,yes
134363,5,d,yes
134364,5,d,yes
134365,1,d,yes
134366,1,b,yes
134367,4,d,yes
134368,1,a,yes
134369,1,c,yes
134370,1,c,no
134371,4,d,no
134372,5,b,no
134373,4,d,no
134374,5,d,yes
134375,1,b,no
134376,4,d,yes
134377,1,c,yes
134378,1,d,yes
134379,1,d,no
134380,5,d,yes
134381,1,d,no
134382,5,c,yes
134383,5,d,yes
134384,1,c,no
134385,4,b,yes
134386,5,b,yes
134387,3,b,no
134388,1,d,yes
134389,1,d,no
134390,1,b,yes
134391,1,b,no
134392,1,b,no
134393,3,d,no
134394,1,c,yes
134395,1,a,yes
134396,5,d,no
134397,1,d,yes
134398,5,d,yes
134399,1,c,yes
134400,5,c,yes
134401,1,d,yes
134402,5,a,no
134403,1,b,yes
134404,1,d,yes
134405,4,d,yes
134406,5,c,yes
134407,1,b,yes
134408,1,d,yes
134409,1,d,no
134410,1,d,yes
134411,3,b,yes
134412,1,c,yes
134413,1,d,yes
134414,5,b,yes
134415,4,a,yes
134416,1,d,no
134417,1,c,yes
134418,5,b,no
134419,1,d,yes
134420,5,c,yes
134421,3,a,yes
134422,1,d,yes
134423,2,d,yes
134424,1,d,no
134425,3,d,no
134426,5,a,yes
134427,1,d,yes
134428,5,d,no
134429,1,b,no
134430,1,b,yes
134431,3,c,yes
134432,5,d,yes
134433,1,b,yes
134434,5,d,yes
134435,5,c,no
134436,3,c,yes
134437,2,c,yes
134438,4,b,no
134439,2,d,yes
134440,1,a,yes
134441,1,d,yes
134442,3,c,yes
134443,1,b,yes
134444,1,c,yes
134445,3,b,yes
134446,5,a,yes
134447,5,c,yes
134448,3,d,no
134449,2,c,no
134450,2,d,yes
134451,3,c,yes
134452,4,c,yes
134453,4,d,yes
134454,1,d,yes
134455,5,d,yes
134456,3,d,yes
134457,4,d,yes
134458,1,b,yes
134459,3,d,yes
134460,1,c,yes
134461,1,b,yes
134462,1,c,yes
134463,4,c,yes
134464,1,d,no
134465,1,c,yes
134466,4,d,no
134467,1,c,yes
134468,2,c,no
134469,1,b,yes
134470,1,b,yes
134471,1,d,yes
134472,1,d,yes
134473,5,d,yes
134474,2,d,yes
134475,1,b,yes
134476,5,b,yes
134477,2,d,yes
134478,3,d,yes
134479,2,c,no
134480,1,c,yes
134481,1,d,no
134482,1,a,yes
134483,1,d,no
134484,5,b,no
134485,1,c,yes
134486,1,d,yes
134487,1,c,yes
134488,5,c,yes
134489,1,a,yes
134490,1,d,yes
134491,1,d,yes
134492,1,b,no
134493,5,d,yes
134494,1,c,no
134495,1,d,yes
134496,1,d,no
134497,5,d,yes
134498,5,c,yes
134499,5,c,yes
134500,2,a,no
134501,4,c,no
134502,5,d,yes
134503,5,d,yes
134504,1,d,no
134505,1,b,yes
134506,1,d,yes
134507,1,b,yes
134508,4,d,no
134509,1,d,no
134510,1,c,yes
134511,1,d,yes
134512,4,b,yes
134513,1,c,yes
134514,1,c,yes
134515,3,d,no
134516,5,b,yes
134517,1,d,no
134518,1,c,yes
134519,1,d,no
134520,1,b,no
134521,1,d,no
134522,1,c,yes
134523,1,a,no
134524,4,d,no
134525,1,d,yes
134526,5,b,no
134527,1,c,yes
134528,1,c,yes
134529,2,b,yes
134530,1,d,yes
134531,1,b,yes
134532,3,c,yes
134533,1,d,yes
134534,1,d,no
134535,1,d,no
134536,1,d,yes
134537,2,c,no
134538,1,c,yes
134539,5,b,yes
134540,5,b,yes
134541,1,c,no
134542,4,c,no
134543,1,b,no
134544,1,c,yes
134545,2,a,yes
134546,3,a,no
134547,1,b,no
134548,2,d,no
134549,5,c,no
134550,4,a,no
134551,3,d,no
134552,4,d,yes
134553,5,b,yes
134554,1,b,yes
134555,3,b,yes
134556,4,b,yes
134557,1,d,yes
134558,1,b,yes
134559,4,a,yes
134560,1,c,no
134561,5,a,yes
134562,1,c,yes
134563,1,c,yes
134564,1,c,yes
134565,3,d,yes
134566,1,d,yes
134567,3,c,no
134568,1,c,yes
134569,3,d,yes
134570,1,c,yes
134571,3,c,yes
134572,1,c,no
134573,1,c,yes
134574,3,a,yes
134575,1,d,yes
134576,4,c,yes
134577,5,d,yes
134578,1,c,no
134579,1,d,yes
134580,1,d,yes
134581,1,c,no
134582,3,d,yes
134583,5,d,yes
134584,1,d,yes
134585,5,d,yes
134586,1,c,yes
134587,1,d,yes
134588,1,c,yes
134589,1,b,yes
134590,1,a,yes
134591,4,a,yes
134592,5,b,no
134593,1,a,no
134594,1,d,no
134595,4,a,no
134596,1,a,yes
134597,5,d,yes
134598,1,b,no
134599,3,d,yes
134600,1,b,yes
134601,3,d,yes
134602,1,d,yes
134603,4,d,yes
134604,1,b,yes
134605,1,d,no
134606,5,b,yes
134607,1,c,yes
134608,1,b,no
134609,1,c,no
134610,1,b,yes
134611,3,d,no
134612,3,c,yes
134613,1,d,yes
134614,4,c,yes
134615,5,c,yes
134616,1,c,yes
134617,4,c,yes
134618,1,b,yes
134619,3,b,yes
134620,5,c,yes
134621,5,d,yes
134622,3,a,yes
134623,5,d,no
134624,2,b,yes
134625,5,c,yes
134626,1,d,yes
134627,3,a,no
134628,5,a,yes
134629,4,c,yes
134630,1,c,yes
134631,4,b,yes
134632,1,b,no
134633,1,d,yes
134634,1,c,yes
134635,3,c,no
134636,1,d,yes
134637,5,c,no
134638,3,c,yes
134639,1,c,no
134640,1,a,yes
134641,2,d,yes
134642,1,d,yes
134643,3,b,yes
134644,1,b,yes
134645,1,d,yes
134646,3,d,yes
134647,5,d,no
134648,1,d,yes
134649,3,d,yes
134650,1,b,yes
134651,1,d,no
134652,1,c,no
134653,4,d,no
134654,5,c,no
134655,3,c,yes
134656,5,d,yes
134657,4,d,no
134658,2,d,yes
134659,2,a,no
134660,1,c,yes
134661,1,d,no
134662,5,c,yes
134663,5,b,no
134664,3,c,no
134665,1,d,no
134666,4,c,no
134667,3,d,no
134668,1,b,yes
134669,3,b,yes
134670,1,d,no
134671,5,d,yes
134672,1,a,no
134673,5,d,no
134674,3,d,yes
134675,4,d,yes
134676,1,d,no
134677,1,d,no
134678,5,d,yes
134679,2,b,yes
134680,1,d,yes
134681,1,c,yes
134682,5,b,no
134683,4,d,yes
134684,5,d,yes
134685,4,c,no
134686,1,b,no
134687,1,d,no
134688,3,b,yes
134689,1,d,yes
134690,1,d,no
134691,5,a,yes
134692,1,d,no
134693,5,b,yes
134694,1,b,no
134695,5,c,no
134696,2,a,yes
134697,1,c,no
134698,1,c,no
134699,1,a,yes
134700,4,d,no
134701,5,d,no
134702,4,c,no
134703,1,d,yes
134704,1,b,yes
134705,1,d,no
134706,5,d,no
134707,2,b,no
134708,5,c,no
134709,4,d,yes
134710,5,d,no
134711,1,d,no
134712,5,c,yes
134713,4,c,no
134714,5,d,yes
134715,3,c,yes
134716,1,b,yes
134717,1,b,yes
134718,4,d,no
134719,1,b,yes
134720,2,d,yes
134721,1,a,no
134722,5,c,yes
134723,1,d,yes
134724,2,c,yes
134725,3,b,no
134726,4,c,yes
134727,4,d,no
134728,1,c,yes
134729,5,c,no
134730,4,b,yes
134731,5,d,yes
134732,1,c,yes
134733,5,c,yes
134734,4,a,no
134735,5,d,yes
134736,5,b,yes
134737,1,a,no
134738,3,c,no
134739,1,b,yes
134740,1,d,no
134741,1,a,yes
134742,5,b,yes
134743,1,c,no
134744,3,a,yes
134745,1,b,yes
134746,5,b,yes
134747,1,b,no
134748,1,d,yes
134749,1,c,yes
134750,5,c,no
134751,1,c,no
134752,3,d,no
134753,1,d,yes
134754,1,d,yes
134755,5,c,yes
134756,2,b,no
134757,1,c,no
134758,4,d,yes
134759,3,b,no
134760,1,c,yes
134761,5,b,yes
134762,4,c,yes
134763,1,d,yes
134764,3,c,yes
134765,3,a,yes
134766,1,b,no
134767,5,d,no
134768,3,d,yes
134769,4,b,yes
134770,1,c,yes
134771,3,b,no
134772,1,d,yes
134773,1,b,no
134774,1,a,yes
134775,1,a,yes
134776,1,d,yes
134777,3,d,no
134778,5,c,yes
134779,1,a,yes
134780,1,c,no
134781,5,b,yes
134782,1,a,yes
134783,4,b,yes
134784,2,a,no
134785,5,d,yes
134786,1,d,yes
134787,1,b,no
134788,3,a,no
134789,1,c,yes
134790,1,b,yes
134791,1,a,yes
134792,3,b,yes
134793,1,d,yes
134794,3,a,yes
134795,2,c,no
134796,5,b,no
134797,1,b,yes
134798,4,a,yes
134799,1,c,yes
134800,1,b,yes
134801,1,c,yes
134802,5,a,yes
134803,1,a,no
134804,1,b,yes
134805,1,c,yes
134806,1,d,no
134807,5,d,yes
134808,1,d,no
134809,4,d,yes
134810,5,b,no
134811,5,c,yes
134812,4,c,yes
134813,1,d,yes
134814,5,d,yes
134815,4,c,yes
134816,4,d,yes
134817,1,d,no
134818,1,d,no
134819,5,b,yes
134820,3,b,no
134821,1,d,yes
134822,1,b,yes
134823,1,b,no
134824,5,a,yes
134825,1,c,yes
134826,1,d,yes
134827,5,b,no
134828,4,c,no
134829,1,b,yes
134830,1,d,yes
134831,1,d,yes
134832,4,d,no
134833,3,d,yes
134834,4,d,yes
134835,4,a,yes
134836,1,d,yes
134837,1,b,yes
134838,4,d,yes
134839,1,c,no
134840,1,b,yes
134841,5,c,yes
134842,1,a,yes
134843,4,b,no
134844,1,d,yes
134845,1,d,no
134846,1,d,no
134847,1,c,yes
134848,5,b,yes
134849,5,d,no
134850,3,c,yes
134851,1,c,yes
134852,5,b,no
134853,5,c,no
134854,1,c,no
134855,3,c,yes
134856,3,d,yes
134857,1,b,yes
134858,5,a,yes
134859,1,a,no
134860,1,d,yes
134861,1,d,yes
134862,4,d,yes
134863,1,d,yes
134864,5,b,yes
134865,1,b,no
134866,1,c,yes
134867,3,c,yes
134868,5,d,no
134869,3,b,no
134870,5,b,yes
134871,1,c,yes
134872,1,d,yes
134873,5,d,no
134874,1,c,no
134875,1,d,yes
134876,5,c,no
134877,2,c,yes
134878,5,d,no
134879,1,b,yes
134880,3,d,yes
134881,2,c,yes
134882,1,d,yes
134883,5,d,yes
134884,1,a,no
134885,5,d,yes
134886,2,d,no
134887,4,b,yes
134888,3,d,no
134889,2,c,yes
134890,1,c,yes
134891,5,d,yes
134892,5,b,yes
134893,2,c,yes
134894,1,d,no
134895,5,a,yes
134896,4,a,no
134897,1,c,yes
134898,1,c,no
134899,5,d,yes
134900,5,c,yes
134901,1,d,yes
134902,1,c,no
134903,1,d,no
134904,1,d,yes
134905,1,b,no
134906,1,b,no
134907,4,c,yes
134908,1,b,yes
134909,1,d,yes
134910,5,b,yes
134911,4,b,yes
134912,1,c,no
134913,5,c,yes
134914,5,c,yes
134915,1,d,yes
134916,5,b,yes
134917,5,c,yes
134918,4,c,no
134919,1,d,no
134920,1,d,yes
134921,1,c,yes
134922,1,d,yes
134923,5,d,no
134924,1,d,yes
134925,5,b,yes
134926,1,d,yes
134927,5,d,yes
134928,1,d,yes
134929,5,d,yes
134930,1,c,no
134931,1,d,no
134932,2,b,yes
134933,4,d,no
134934,5,c,yes
134935,3,d,no
134936,1,a,yes
134937,1,b,yes
134938,3,a,no
134939,1,c,no
134940,1,d,no
134941,1,c,yes
134942,3,b,yes
134943,1,c,yes
134944,1,c,yes
134945,5,a,yes
134946,1,b,no
134947,1,d,yes
134948,3,b,no
134949,1,d,no
134950,4,d,no
134951,1,c,yes
134952,4,c,yes
134953,1,d,no
134954,5,d,no
134955,1,a,yes
134956,1,a,yes
134957,3,d,yes
134958,4,c,yes
134959,2,d,yes
134960,4,d,yes
134961,5,d,yes
134962,5,d,no
134963,4,c,yes
134964,3,d,yes
134965,1,a,yes
134966,1,d,no
134967,1,a,no
134968,1,d,yes
134969,4,c,yes
134970,4,d,yes
134971,1,d,yes
134972,1,d,yes
134973,1,b,yes
134974,1,c,yes
134975,4,c,no
134976,5,c,yes
134977,3,b,no
134978,3,d,yes
134979,3,d,yes
134980,5,a,yes
134981,1,c,no
134982,5,c,yes
134983,1,c,yes
134984,1,b,yes
134985,4,a,yes
134986,5,d,no
134987,1,c,yes
134988,4,c,yes
134989,4,b,no
134990,5,d,yes
134991,1,c,no
134992,3,d,yes
134993,1,c,yes
134994,3,a,no
134995,1,d,yes
134996,5,d,yes
134997,1,c,yes
134998,4,b,yes
134999,4,c,no
135000,5,a,no
135001,5,b,yes
135002,1,c,yes
135003,4,b,yes
135004,1,b,yes
135005,5,d,yes
135006,3,c,yes
135007,1,d,yes
135008,5,d,no
135009,4,d,yes
135010,5,d,yes
135011,1,d,yes
135012,1,d,yes
135013,1,d,yes
135014,1,a,no
135015,5,c,no
135016,1,a,yes
135017,1,c,yes
135018,4,d,yes
135019,4,a,yes
135020,1,a,yes
135021,1,b,yes
135022,4,b,yes
135023,4,b,no
135024,3,b,yes
135025,1,d,yes
135026,1,d,yes
135027,5,b,yes
135028,5,a,no
135029,1,b,yes
135030,1,c,yes
135031,5,d,no
135032,1,d,yes
135033,1,b,no
135034,5,d,yes
135035,4,b,yes
135036,4,c,yes
135037,1,c,yes
135038,4,d,yes
135039,1,c,yes
135040,4,b,yes
135041,1,b,yes
135042,3,c,yes
135043,1,c,yes
135044,1,c,yes
135045,1,d,no
135046,4,b,yes
135047,5,c,yes
135048,1,c,yes
135049,1,c,yes
135050,1,d,no
135051,2,a,yes
135052,1,c,yes
135053,1,d,yes
135054,1,c,yes
135055,3,c,no
135056,4,c,yes
135057,5,b,yes
135058,1,d,yes
135059,1,a,yes
135060,3,d,no
135061,1,b,yes
135062,5,c,yes
135063,5,b,yes
135064,1,c,yes
135065,1,c,yes
135066,1,c,no
135067,1,d,yes
135068,4,d,no
135069,1,c,no
135070,3,b,yes
135071,1,d,no
135072,3,b,yes
135073,5,d,no
135074,5,d,yes
135075,1,a,yes
135076,3,c,yes
135077,1,a,yes
135078,1,a,no
135079,1,a,yes
135080,4,c,yes
135081,1,d,no
135082,1,b,no
135083,1,d,yes
135084,4,b,yes
135085,1,a,yes
135086,1,c,yes
135087,1,b,no
135088,4,c,yes
135089,1,d,yes
135090,5,d,yes
135091,1,b,yes
135092,5,c,no
135093,5,b,yes
135094,1,c,yes
135095,1,b,no
135096,5,c,yes
135097,5,b,no
135098,5,c,yes
135099,1,c,yes
135100,4,c,no
135101,1,c,yes
135102,1,b,no
135103,4,d,no
135104,1,a,yes
135105,5,c,yes
135106,1,d,no
135107,1,c,no
135108,1,c,yes
135109,5,c,yes
135110,5,d,yes
135111,1,c,no
135112,4,c,yes
135113,5,b,yes
135114,1,a,yes
135115,1,a,yes
135116,1,b,yes
135117,4,b,no
135118,5,b,yes
135119,1,b,yes
135120,4,d,no
135121,5,a,yes
135122,1,b,no
135123,1,d,yes
135124,1,d,no
135125,1,b,yes
135126,1,a,no
135127,4,d,yes
135128,5,b,no
135129,1,b,yes
135130,1,b,no
135131,1,c,no
135132,1,d,yes
135133,1,d,yes
135134,1,b,no
135135,2,c,no
135136,1,c,no
135137,3,c,yes
135138,3,b,yes
135139,4,c,yes
135140,3,d,no
135141,3,c,yes
135142,1,b,yes
135143,1,d,yes
135144,5,d,yes
135145,1,d,yes
135146,1,d,yes
135147,1,c,yes
135148,1,d,no
135149,3,b,yes
135150,1,d,yes
135151,3,d,yes
135152,4,c,yes
135153,1,a,yes
135154,5,d,yes
135155,1,c,no
135156,1,c,yes
135157,1,d,yes
135158,1,d,no
135159,4,c,yes
135160,4,b,yes
135161,4,d,no
135162,3,d,yes
135163,3,c,yes
135164,1,d,no
135165,1,d,yes
135166,1,d,yes
135167,1,c,yes
135168,1,c,yes
135169,1,b,no
135170,1,a,yes
135171,1,b,yes
135172,1,d,yes
135173,1,a,yes
135174,1,b,yes
135175,5,c,yes
135176,4,c,no
135177,4,b,no
135178,1,d,yes
135179,5,a,yes
135180,4,c,yes
135181,4,b,no
135182,5,d,no
135183,5,c,no
135184,5,c,no
135185,3,d,no
135186,5,d,yes
135187,5,d,yes
135188,4,d,yes
135189,5,d,yes
135190,4,d,yes
135191,1,c,yes
135192,1,b,no
135193,5,c,yes
135194,1,c,yes
135195,1,b,no
135196,5,b,no
135197,5,b,yes
135198,1,d,yes
135199,5,d,no
135200,3,d,yes
135201,1,c,yes
135202,3,c,yes
135203,5,d,yes
135204,1,d,yes
135205,1,c,yes
135206,1,d,yes
135207,1,d,yes
135208,2,c,yes
135209,4,d,yes
135210,4,d,yes
135211,1,d,yes
135212,3,d,yes
135213,1,d,yes
135214,4,d,yes
135215,3,c,no
135216,5,b,yes
135217,2,c,yes
135218,1,d,yes
135219,1,a,yes
135220,1,c,yes
135221,1,d,yes
135222,2,c,no
135223,4,d,no
135224,1,d,no
135225,1,d,no
135226,1,d,yes
135227,1,d,no
135228,1,c,no
135229,1,d,yes
135230,1,d,no
135231,1,c,yes
135232,1,d,no
135233,1,d,no
135234,1,d,no
135235,1,c,yes
135236,1,b,yes
135237,1,d,yes
135238,3,d,yes
135239,1,d,yes
135240,3,c,yes
135241,4,d,no
135242,4,d,no
135243,4,a,yes
135244,1,a,yes
135245,1,a,yes
135246,1,c,yes
135247,4,c,no
135248,1,c,no
135249,1,b,yes
135250,5,c,yes
135251,4,a,no
135252,1,c,yes
135253,1,d,yes
135254,1,d,no
135255,5,d,yes
135256,1,d,yes
135257,1,d,no
135258,5,a,no
135259,4,a,yes
135260,1,b,yes
135261,1,b,yes
135262,3,a,yes
135263,1,c,yes
135264,3,b,yes
135265,5,c,yes
135266,5,a,no
135267,2,d,no
135268,5,d,no
135269,5,b,yes
135270,4,d,yes
135271,5,c,yes
135272,1,d,yes
135273,1,d,no
135274,1,d,no
135275,1,d,yes
135276,2,b,no
135277,1,b,no
135278,4,d,yes
135279,1,c,yes
135280,1,c,no
135281,1,d,yes
135282,1,d,yes
135283,5,b,yes
135284,4,b,no
135285,1,d,yes
135286,5,b,no
135287,1,b,no
135288,1,a,no
135289,1,d,yes
135290,2,c,yes
135291,2,d,no
135292,1,d,yes
135293,1,c,yes
135294,4,c,yes
135295,3,b,yes
135296,5,b,yes
135297,5,c,yes
135298,1,d,no
135299,1,c,yes
135300,1,c,yes
135301,1,d,no
135302,1,c,no
135303,1,b,yes
135304,1,d,yes
135305,1,c,yes
135306,1,d,yes
135307,1,c,yes
135308,1,c,yes
135309,1,d,yes
135310,1,b,yes
135311,4,d,yes
135312,1,c,yes
135313,1,d,yes
135314,1,a,yes
135315,5,b,no
135316,3,c,yes
135317,5,c,no
135318,5,c,yes
135319,5,c,no
135320,1,d,yes
135321,1,c,no
135322,4,c,yes
135323,3,d,yes
135324,4,b,yes
135325,1,d,yes
135326,1,c,no
135327,3,c,no
135328,1,d,yes
135329,1,d,yes
135330,3,c,yes
135331,1,d,yes
135332,1,d,yes
135333,1,c,yes
135334,1,a,yes
135335,5,d,yes
135336,1,d,no
135337,3,b,yes
135338,3,c,yes
135339,1,c,yes
135340,1,d,yes
135341,2,c,no
135342,1,a,yes
135343,1,a,yes
135344,4,d,yes
135345,1,b,no
135346,1,c,no
135347,1,c,yes
135348,4,a,no
135349,1,d,yes
135350,5,d,yes
135351,1,a,no
135352,4,d,no
135353,1,c,no
135354,1,c,no
135355,1,c,yes
135356,5,d,yes
135357,5,d,yes
135358,4,c,yes
135359,5,c,yes
135360,5,c,yes
135361,1,b,no
135362,1,b,yes
135363,4,d,no
135364,1,c,no
135365,1,d,yes
135366,1,d,yes
135367,3,d,yes
135368,4,d,yes
135369,1,c,no
135370,1,d,yes
135371,5,d,yes
135372,1,c,yes
135373,1,d,yes
135374,1,c,yes
135375,1,d,no
135376,1,b,no
135377,3,b,yes
135378,1,c,yes
135379,3,a,yes
135380,3,c,yes
135381,1,d,yes
135382,1,d,no
135383,3,c,no
135384,1,b,no
135385,5,b,yes
135386,1,c,yes
135387,5,c,no
135388,2,c,no
135389,1,b,yes
135390,1,d,no
135391,4,b,no
135392,1,d,yes
135393,1,b,no
135394,3,d,no
135395,1,c,yes
135396,5,c,yes
135397,4,d,no
135398,5,b,no
135399,1,a,yes
135400,1,b,no
135401,5,b,yes
135402,4,b,yes
135403,1,c,no
135404,4,d,yes
135405,5,b,yes
135406,1,a,yes
135407,1,a,yes
135408,5,d,no
135409,1,d,yes
135410,5,d,yes
135411,1,b,no
135412,5,c,yes
135413,4,d,yes
135414,1,b,yes
135415,5,c,no
135416,4,d,yes
135417,1,c,yes
135418,1,d,yes
135419,1,c,yes
135420,1,b,yes
135421,1,d,yes
135422,4,c,yes
135423,3,d,no
135424,5,d,yes
135425,4,c,yes
135426,5,a,yes
135427,2,c,yes
135428,1,c,no
135429,2,c,yes
135430,1,a,yes
135431,1,a,yes
135432,5,d,no
135433,1,d,no
135434,2,d,yes
135435,5,d,yes
135436,3,d,no
135437,1,b,yes
135438,1,d,yes
135439,1,c,yes
135440,1,c,yes
135441,1,d,yes
135442,5,d,yes
135443,2,b,yes
135444,3,b,yes
135445,1,d,yes
135446,4,d,no
135447,4,d,no
135448,5,d,no
135449,3,d,no
135450,4,d,yes
135451,3,c,yes
135452,4,d,yes
135453,3,d,no
135454,1,d,yes
135455,1,c,no
135456,1,b,no
135457,2,b,yes
135458,1,d,no
135459,4,d,yes
135460,1,c,yes
135461,1,c,yes
135462,4,d,yes
135463,3,b,yes
135464,4,a,yes
135465,1,d,no
135466,1,d,yes
135467,1,d,no
135468,5,d,yes
135469,1,c,no
135470,1,c,yes
135471,4,d,no
135472,1,d,yes
135473,4,c,yes
135474,1,a,no
135475,1,d,yes
135476,3,c,yes
135477,4,c,no
135478,1,d,yes
135479,1,c,yes
135480,1,d,yes
135481,4,d,no
135482,1,d,yes
135483,4,a,yes
135484,1,c,yes
135485,4,d,yes
135486,5,d,yes
135487,4,c,no
135488,1,d,no
135489,3,a,yes
135490,3,b,yes
135491,3,d,yes
135492,2,c,yes
135493,1,c,yes
135494,1,b,yes
135495,4,d,yes
135496,5,c,yes
135497,1,c,yes
135498,1,d,no
135499,1,a,no
135500,1,d,yes
135501,1,d,no
135502,3,c,yes
135503,2,d,yes
135504,1,d,yes
135505,2,d,yes
135506,1,d,yes
135507,5,a,no
135508,3,b,no
135509,1,d,no
135510,5,a,yes
135511,1,d,no
135512,1,a,yes
135513,5,d,no
135514,5,d,yes
135515,3,b,yes
135516,1,c,yes
135517,4,d,no
135518,4,d,yes
135519,5,c,yes
135520,1,c,yes
135521,1,d,no
